"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"140","17_1292_A_1",17.1292,71,21,NA,11.8205331111111,9.99768966666667,NA,168.916446268198,109.215658726172,NA,30534,NA,NA,17,17,1292,"A","1",0,1984,"J","1851",1997,"","1-2",2001,NA,1,1,1,100,80,1,3,2,2,1,4,"04/09/01 00:00:00","12/30/99 15:56:00",1,1,1,2,4,4,NA,NA,"0","0",NA,0,NA,370,0,16,0,2,"2",2,"PARCELA LOCALIZADA POR PIES IFN2. 10% PARA EL RESTO DE ESPECIES. SUBPISO DE BOJ Y OTRAS ESPECIES.HAY PIES QUE ENTRAN POR  CORRECCION DE PENDIENTE. PIE N. 5 ALTURA COMPROBADA. PIE N. 17 DIAMETROS COMPROBADOS. PIE  CON RUMB  224 NO ENTRA POR  DISTANCIA.",25,52,"04/09/01 00:00:00","12/30/99 14:20:36","04/09/01 00:00:00","12/30/99 16:11:04",110,114,330,130,10,NA,NA,NA,NA,NA,NA,"D",5,"17.1292.A.1","IFN3","17_1292",39.9114525139665,8323.67619975165,5716.9587327093,21.8182227777778,278.13210499437,0,29.9270600203459,20.5548321464903,31.6037912047708,22.7664804469274,68.6830986154876,57.0424753119685,405.171415754525,26.3377421781328,49.0200616974975,2.26182251832715,42.1429993193776,"1997_2007",6.02272727272727,15.1287878787879,10.5757575757576,812.781818043102,39.5019145735234
"143","17_379_A_1",17.379,71,21,41,38.1430833333333,10.35115225,1.754,2061.94070716833,135.95368916561,45.978094670992,32650,NA,NA,17,17,379,"A","1",0,1982,"02","5992",1997,"","2-4",2001,NA,1,1,1,100,85,1,3,1,2,1,4,"06/25/01 00:00:00","12/30/99 14:44:00",1,2,1,1,8,8,NA,NA,"0","0",NA,0,NA,360,0,12,0,3,"2",3,"ENCONTRADO EL REJON POR LOS PIES  MAYORES Y  FOTO DEL  IFN2. 
10%  RESTO SP.
HAY UN ERROR EN LOS GRADOS DE LA  BRUJULA  DEL IFN2  DE UNOS 50 GRADOS CON RESPECTO DEL IFN3.
PIE 3  ALTURA CORRECTA  Y   COMPROBADA. 
PIE 5 ALTURA CORRECTA COMPROBADA. 
PIE 7  DIAMETROS Y  ALTURA CORRECTA  Y COMPROBADA. 
PIE  8 DIAMETROS Y ALTURA CORRECTOS   Y COMPROBADOS.
PIE 9 DIAMETRO Y ALTURA CORRECTOS Y COMPROBADOS.
PIE 10 DIAMETRO Y ALTURA CORRECTOS Y COMPROBADOS.
PIE 11 ALTURA  CORRECTA   Y  COMPROBADA.

PIE 13  DIAMETROS CORRECTOS Y COMPROBADOS.
PIE 14  MEDIDO A 1.40  MT .

PIE 15  ALTURA  CORRECTA  Y COMPROBADA. 

PIE  20 ENTRA  POR  PTE Y ALTURA COMPROBADA.

PIE 22 DIAMETROS  Y  ALTURA  CORRECTOS  Y  COMPROBADOS.
PIE 25  DIFERENCIAS EN  DIAMETROS.
PIE 26 ENTRA POR  PTE.

PIE  27 ENTRA  POR PTE Y ALTURA CORRECTA   Y COMPROBADA. 

PIE 28 DIAMETROS CORRECTOS  Y  COMPROBADOS.
PIE  29  ALTURA  CORRECTA Y  COMPROBADA.


PIE 30  ENTRA  POR  PTE.

PIE 31 ALTURA  CORRECTA Y COMPROBADA.


PIE 40  ENTRA  POR  PTE.


PIE 43   ALTURA  CORRECTA Y COMPROBADA.
PIE  44  Y  45  DIAMETROS CORRECTOS  Y  COMPROBADOS.

PIE 47 ENTRA  POR  PTE.
PIE  48 ENTRA POR  PTE.

PIE 49  ENTRA POR PTE.

PIE 52 ALTURA  CORRECTA Y  COMPROBADA.

PIE 53 FORMA COMPROBADA. SUBPISO PRINCIPALMENTE DE BOJ.
EL CAPATAZ  DEL IFN2 CONFUNDIO  EL ABETO CON EL TEJO.

MARCA DE PINTURA A 110  GRADOS Y 90 MT APROXIMADAMENTE.
DENDROMETRIA COMPROBADA Y CORRECTA. 
LEVANTAMIENTO MUY DIFICIL POR LA  PENDIENTE ,BOJ Y LA  CANTIDAD DE ARBOLES QUE NOS ENTRARON.

EN LOS ALREDEDORES HAY ARCE  OPALUS.",3,26,"06/25/01 00:00:00","12/30/99 10:57:42","06/25/01 00:00:00","12/30/99 15:02:08",244,147,160,270,10,NA,NA,NA,NA,NA,NA,"D",5,"17.379.A.1","IFN3","17_379",37.0994565217391,33094.5303219152,26221.4488619273,50.2482355833333,2243.87249100494,0,14.7488462265935,11.6858016518505,16.8855954624476,19.3967391304348,79.231971588258,52.2830816108287,1195.27614205608,10.8835903748189,20.2566441745665,2.12711247270819,42.2591311986009,"1997_2007",5.46969696969697,14.530303030303,10,844.881816864014,42.2440908432007
"144","17_406_A_1",17.406,71,21,NA,17.15450625,9.88807430555556,NA,1152.98914328795,290.015674078565,NA,32681,NA,NA,17,17,406,"A","1",0,1982,"03","6261",1997,"","4-1",2001,NA,1,1,1,95,70,1,2,2,3,2,4,"06/19/01 00:00:00","12/30/99 12:20:00",1,1,1,6,8,4,NA,NA,"4","0",NA,0,NA,0,0,17.5,0,2,"3",3,"
ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2.
NO     RESERVO NADA DE OCUPACION A LAS  DEMAS ESPECIES POR SER     POCO REPRESENTATIVAS DE LA MASA,Y SER MUY  ESCASAS.


EN LA         PARCELA HICIERON CORTAS POR ENTRESACA HACE UNOS 3 O 4 AÑOS,TAMBIEN HAY MUCHOS RESTOS DE LAS MISMAS.PIES 1 Y 2   ENTRAN POR PTE.
A 11 MT Y 75  GRADOS  UN SALIX CAPREA NO ENTRA POR DISTANCIA.



PIES:10,11,12,13,14,15,18,27 Y 28  ENTRAN POR PTE.
PIE 8  MEDIDO A  1.10 MT PARA LIBRAR UNA BIFURCACION  EN  EL FUSTE.
PIE 14 DISTANCIA CORRECTA  Y COMPROBADA.

LEVANTAMIENTO DIFICULTOSO POR LA FUERTE  PENDIENTE.
OTRO MODELO DE COMBUTIBLE 06.
DENDROMETRIA COMPROBADA Y CORRECTA.

HAY FRAGARIA VESCA.
PIES 17,19 Y 20 ESTAN MUY JUNTOS SE  MIDIERON COMO MEJOR SE PUDO.

PIES  32,33 Y 34 ESTAN ENCIMA DE UN  PEQUEÑO  CORTADO Y DIFICILES DE MEDIR.
EN LOS  ALREDEDORES HAY QUERCUS PETREA Y QUERCUS HUMILIS.",3,26,"06/19/01 00:00:00","12/30/99 09:37:22","06/19/01 00:00:00","12/30/99 12:41:37",184,147,0,285,10,NA,NA,NA,NA,NA,NA,"D",5,"17.406.A.1","IFN3","17_406",26.3375,20859.9078745777,15780.7431240384,27.0425805555556,1443.00481736652,0,14.4558823529412,10.9360294117647,15.4470387097968,15.1875,75.6510681586979,57.6649264356906,666.301312898576,17.3332427211224,32.2607998005452,2.04280398017152,42.2224349340528,"1997_2007",5.42424242424242,14.4545454545455,9.93939393939394,842.799999930642,42.2680851029045
"145","17_407_A_1",17.407,71,21,NA,13.2043222222222,6.60307361111111,NA,403.192522499468,148.544613552436,NA,32682,NA,NA,17,17,407,"A","1",0,1982,"03","6260",1997,"","4-1",2001,NA,1,1,1,100,80,1,3,2,3,1,4,"06/18/01 00:00:00","12/30/99 12:59:00",1,2,1,1,6,6,NA,NA,"4","0",NA,0,NA,55,0,11,0,2,"2",2,"ET10 PORQUE DOY MENOS OCUPACION AL PINO.
ENCONTRADO EL REJON POR LAS REFERENCIAS  Y FOTO DEL IFN2.
10%   RESTO SP.SUBPISO SOBRE TODO DE BOJ. EN LA PARCELA HICIERON   CORTAS  HARA  UNOS  3 O 4 AÑOS.
PINO   A 13.70 MT  Y 35 GRADOS NO ENTRA  POR  DIAMETROS.
PIE 3 ENTRA POR  PTE.

PINO  A  159 GRADOS Y 15.40 MT NO  ENTRA  POR   DISTANCIA.
HAYA A 211  GRADOS Y 13.00 MT  CON  DIAMETROS  197-233 NO ENTRA.

DENDROMETRIA  COMPROBADA Y CORRECTA.",3,26,"06/18/01 00:00:00","12/30/99 11:25:25","06/18/01 00:00:00","12/30/99 13:13:00",108,147,360,160,10,NA,NA,NA,NA,NA,NA,"D",5,"17.407.A.1","IFN3","17_407",26.8625,11619.3718786623,8253.77534874569,19.8073958333333,551.737136051904,0,21.0596153846154,14.9596153846154,21.3797509340029,16.1375,71.0346087115332,60.0744532340624,429.232642472978,26.3813877165191,49.1012951976981,2.05491877790469,42.2225353984271,"1997_2007",5.42424242424242,14.4545454545455,9.93939393939394,842.799999930642,42.2680851029045
"146","17_408_A_1",17.408,21,71,NA,8.60359375,1.98437777777778,NA,410.266075525775,28.2942121052258,NA,32683,NA,NA,17,17,408,"A","1",0,1982,"03","6260",1997,"","4-2",2001,NA,1,1,1,100,70,1,3,1,3,2,4,"06/18/01 00:00:00","12/30/99 16:27:00",1,1,1,1,2,4,NA,NA,"4","0",NA,0,NA,360,0,8,0,2,"2",1,"ET20 PORQUE NO DOY OCUPACION AL  QUERCUS PETREA NI HAY  PRESENTE.
ENCONTRADO EL REJON POR LOS  PIES  MAYORES Y FOTO DEL IFN2.
10%  RESTO SP.
EN LA PARCELA HICIERON CORTAS  HACE UNOS  3 O 4 AÑOS,TAMBIEN HAY  ABUNDANTES  RESTOS DE LAS  MISMAS.
SUBPISO DE BOJ Y  ENEBRO.
LOCALIZACION ALGO DIFICULTOSA  POR LAS  CORTAS.
CALICATA HECHA A 100  GRADOS POR QUE A  300 NO SE PUEDE.
AL  ENEBRO LE HE DADO ESTADO LATIZAL POR   SER ESPECIE DE CRECIMIENO LENTO.
PINO A  10.50 AL LATERAL CON PTE EN  E:1/20 DE  5.50 Y 123 GRADOS NO ENTRA.
PINO A 171  GRADOS Y 12.40 MT CON  DIAMETROS  223-219 NO ENTRA POR POCO.
PIE 5  DIFERERENCIAS EN DIAMETROS.
OTRO MODELO  DE COMBUSTIBLE 06.
HAY PIES SECOS DE  ENEBRO.
EN LOS ALREDEDORES HAY  MAJUELO.
DENDROMETRIA COMPROBADA Y  CORRECTA.",3,26,"06/18/01 00:00:00","12/30/99 15:31:03","06/18/01 00:00:00","12/30/99 16:43:32",72,147,210,100,10,NA,NA,NA,NA,NA,NA,"D",5,"17.408.A.1","IFN3","17_408",24.4661764705882,7175.58902871093,4789.5027541121,10.5879715277778,438.560287631001,0,16.3616935483871,10.9209677419355,17.5326187939564,15.3705882352941,66.7471720432757,62.8238264110116,248.147376106491,31.0666811523932,57.8216088731854,2.06703363706405,42.2226345834714,"1997_2007",5.42424242424242,14.4545454545455,9.93939393939394,842.799999930642,42.2680851029045
"147","17_409_A_1",17.409,21,71,NA,25.51215625,5.48477361111111,NA,1195.43046144579,233.427249868113,NA,32684,NA,NA,17,17,409,"A","1",0,1982,"03","6259",1997,"","4-2",2001,NA,1,1,1,100,80,1,3,1,3,1,4,"06/06/01 00:00:00","12/30/99 13:28:00",1,1,1,1,4,8,NA,NA,"0","0",NA,0,NA,35,0,15,0,2,"3",3,"ET20 PORQUE NO DOY OCUPACION AL  ROBLE VARIANDO LA OCUPACION DE LA PARCELA.
ENCONTRADO EL REJON   POR LOS PIES MAYORES   Y  FOTO DEL IFN2.
10% RESTO  SP.
SUBPISO SOBRE TODO DE BOJ.
PIE 5,  6  Y 7 ENTRAN  POR  PTE.
PIE 11  TIENE EL  FUSTE TORCIDO   A  2.0 MT   PERO   LUEGO  TIRA RECTO.


PIES 10, 13 Y  14ENTRAN  POR  PTE.
PIE   15 ENTRA POR   POCO.
PIE 22    MEDIDO A   1.50 MT PARA  LIBRAR UNA  RAMA    EN  EL  FUSTE.
PIE 24  ENTRA POR PTE.

PIE   29  ENTRA POR  PTE.

PINO A 7.20 MT Y   389 GRADOS CON   DIAMETROS 129-119 NO   ENTRA POR POCO.

SP MATORRAL 0115   CORRESPONDE AL  VIBURNUM   LANTANA.
DENDROMETRIA COMPROBADA Y   CORRECTA.
OTRO MODELO DE COMBUSTIBLE  02.",3,26,"06/06/01 00:00:00","12/30/99 11:08:15","06/06/01 00:00:00","12/30/99 13:40:55",153,147,10,150,7,NA,NA,NA,NA,NA,NA,"D",5,"17.409.A.1","IFN3","17_409",27.0625,22531.5652935196,15384.2704769139,30.9969298611111,1428.8577113139,0,15.7689356435644,10.7668316831683,16.6195747866517,16.1375,68.2787470666259,59.6304849884527,741.976621555773,16.3934082068031,30.5115706689904,2.07914855686272,42.2227324891676,"1997_2007",5.42424242424242,14.4545454545455,9.93939393939394,842.799999930642,42.2680851029045
"148","17_431_A_1",17.431,21,71,NA,11.1505091944444,2.81045625,NA,539.146211665078,60.1252007236049,NA,32710,NA,NA,17,17,431,"A","1",0,1982,"04","6364",1997,"","3-4",2001,NA,1,1,1,90,70,1,3,1,2,2,4,"06/20/01 00:00:00","12/30/99 12:33:00",1,1,1,1,2,3,NA,NA,"4","0",NA,0,NA,165,0,14.5,0,2,"3",3,"ENCONTRADO EL REJON POR LOS PIES MAYORESY FOTO DEL IFN2.
10% RESTO SP.
SUBPISO SOBRE TODO DE BOJ.
PIE 5 DIAMETROS CORRECTOS Y  COMPROBADOS.
HAYA A 180  GRADOS Y 15.30 MT SIN PTE NO   ENTRA.
OTRO MODELO DE COMBUSTIBLE  06.
DENDROMETRIA COMPROBADA Y CORRECTA.",3,26,"06/20/01 00:00:00","12/30/99 11:21:28","06/20/01 00:00:00","12/30/99 13:01:49",100,147,225,370,7,NA,NA,NA,NA,NA,NA,"D",5,"17.431.A.1","IFN3","17_431",26.6272357723577,9471.10553036093,4144.67766023401,13.9609654444444,599.271412388683,0,15.8043673276676,6.91619452313503,17.2226908132257,11.5528455284553,43.7612868629504,43.3873257713387,329.512549870755,35.3589413075442,65.8104051870132,1.97055526848442,42.1947914484345,"1997_2007",5.21212121212121,14.2121212121212,9.71212121212121,866.727270819924,43.969254322917
"149","17_443_A_1",17.443,21,71,NA,6.59483958333333,3.84574236111111,NA,145.007837039282,60.1252007236049,NA,32723,NA,NA,17,17,443,"A","1",0,1982,"04","6360",1997,"","4-4",2001,NA,1,1,1,100,60,1,2,1,3,2,4,"05/29/01 00:00:00","12/30/99 15:24:00",1,1,1,1,2,2,NA,NA,"4","0",NA,0,NA,270,0,3,0,2,"2",1,"ET10 POR QUE NO DOY OCUPACION AL ARCE  CAMPESTRE Y SI AL ARCE   OPALUS.
ENCONTRADO EL REJON POR LOS PIES  MAYORES Y FOTO DEL IFN2.
20%   RESTO SP.

PINO A 10.20 MT AL LATERAL  SIN PTE Y  388 GRADOS NO ENTRA.FORMA PIE 6 COMPROBADA
FUERA  DE LOS 5.00 MT HAY REGENERACION  DE  BOJ.
EN LOS ALREDEDORES HAY  ENDRINO.
ZONA FRECUENTADA POR EL GANADO  VACUNO.",3,26,"05/29/01 00:00:00","12/30/99 14:00:44","05/29/01 00:00:00","12/30/99 15:30:30",90,147,240,0,10,NA,NA,NA,NA,NA,NA,"D",5,"17.443.A.1","IFN3","17_443",28.64375,5080.2257834933,2760.10039086478,10.4405819444444,205.133037762887,0,24.7655172413793,13.4551724137931,25.456553590179,15.0125,54.3302701197438,52.4110844425049,211.178775039517,46.5081617127491,86.5614425555811,2.06756347378253,42.1866150681604,"1997_2007",5.83333333333333,15.0075757575758,10.4204545454545,806.754547032443,39.5071787083222
"150","17_445_A_1",17.445,21,71,42,5.4376375,5.36306388888889,1.160125,236.964026381266,201.596261249734,159.154943091895,32726,NA,NA,17,17,445,"A","1",0,1982,"04","6359",1997,"","4-4",2001,NA,1,1,1,100,75,1,3,2,2,1,4,"05/31/01 00:00:00","12/30/99 15:59:00",1,1,1,1,8,5,NA,NA,"0","0",NA,0,NA,70,0,13,0,2,"2",3,"ET10 PORQUE NO DOY OCUPACION AL ARCE CAMPESTRE.AUNQUE HAY ALGUN PINO FUSTAL LO QUE PREDOMINA ES EL ESTADO LATIZAL. 
ENCONTRADO EL REJON POR LOS PIES  MAYORES Y FOTO DEL    IFN2. 20% RESTO SP. 
PIE 4 ENTRA POR  PTE,10.10 MT AL  LATERAL. 
PIE 7 ENTRA  POR PTE. 
PIES 8 Y 11 ALTURA CORRECTA Y COMPROBADA.
PIE 16 ENTRA POR POCO. 
EL  SUBPISO LO FORMA EL BOJ Y ENEBRO.ROBLE  A 10.60 MT Y 167 GRADOS NO ENTRA  POR  DIAMETRO.
PODAR RAMAS Y LIMPIAR  EL BOJ  PARA  PODER TOMAR MEDIDAS.
HAY  MUSGO,HIEDRA Y RUBIA PEREGRINA.
OTRO  MODELO DE COMBUSTIBLE 06.",3,26,"05/31/01 00:00:00","12/30/99 14:38:36","05/31/01 00:00:00","12/30/99 16:18:23",100,147,35,235,7,NA,NA,NA,NA,NA,NA,"D",5,"17.445.A.1","IFN3","17_445",25.2544117647059,9729.31851003322,6201.73761581419,12.7889263888889,725.039185196412,0,13.4190243902439,8.55365853658537,14.9861944599102,14.3823529411765,63.7427750917881,56.9498631572818,318.898446575547,25.8219668031163,48.0600955571062,2.09177961761251,42.1868093562229,"1997_2007",5.86363636363636,14.9545454545455,10.4090909090909,808.827272501859,39.6307349555477
"151","17_447_A_1",17.447,21,71,NA,14.2832826388889,11.0440983055556,NA,314.773109670637,712.448260809587,NA,32728,NA,NA,17,17,447,"A","1",0,1982,"04","6358",1997,"","4-4",2001,NA,1,1,1,100,75,1,2,1,3,1,4,"05/16/01 00:00:00","12/30/99 12:48:00",1,2,1,1,6,4,NA,NA,"0","0",NA,0,NA,165,370,4.5,13,2,"2",3,"ET10 POR QUE NO DOY OCUPACION AL ROBLE PETREA.
10%RESTO SP ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2. 
HAY MUCHOS PIES DE  ENEBRO  SECOS.
PIE 1 ESTA TUMBADO EN  EL SUELO. PINO A  260 GRADOS Y 12.20  MT NO ENTRA  POR  POCO.PIE  13  MEDIDO A 1.20  MT PARA  LIBRAR UNA RAMA  EN   EL FUSTE.PINO  A 15.70 MT Y 323  GRADOS NO ENTRA  POR 
DISTANCIA.PIE 22  ENTRA POR PTE.PIE 26 , 27 Y 29 
ENTRAN POR  POCO. PIE 24  MEDIDO A 1.20 MT PARA  LIBRAR UN ENGROSAMIENTO EN EL FUSTE, DIAMETROS CORRECTOS. ESPECIE DE MATORRAL 0115 CORRESPONDE AL VIBURNUM LANTANA. HAY FRAGARIA VESCA.DENDROMETRIA COMPROBADA Y CORRECTA. DIFICULTADES EN EL LEVANTAMIENTO POR ZARZAS.FUERA DE LOS 25 MT HAY ACEBO.",3,26,"05/16/01 00:00:00","12/30/99 10:25:09","05/16/01 00:00:00","12/30/99 13:01:52",157,147,15,275,7,NA,NA,NA,NA,NA,NA,"D",5,"17.447.A.1","IFN3","17_447",33.1760869565217,15746.8042166182,12513.1435977482,25.3273809444444,1027.22137048022,0,15.3295138410687,12.1815452417022,17.7181419859176,17.5614130434783,79.4646547046204,52.9339492824848,591.127967362428,17.7667716040057,33.0676879704897,2.12810427344235,42.1870912049273,"1997_2007",6.62121212121212,15.8333333333333,11.2272727272727,751.963633710688,35.4244110099253
"152","17_448_A_1",17.448,21,71,NA,15.1839743055556,4.24787847222222,NA,481.001605788839,123.787177960363,NA,32729,NA,NA,17,17,448,"A","1",0,1982,"04","6358",1997,"","4-4",2001,NA,1,1,1,100,75,1,2,1,3,1,4,"05/08/01 00:00:00","12/30/99 12:23:00",1,1,1,1,2,5,NA,NA,"0","0",NA,0,NA,325,0,10.5,0,2,"1",3,"ENCONTRADO EL REJON POR LOS TIPOS DE  LOS PIES MAYORES Y FOTO DEL  IFN2.
 
A LAS  DEMAS   SP    PRESENTES EN LA PARCELA   NO LES   DOY  OCUPACION    AL SER POCO  REPRESENTATIVAS  DE  LA MASA.

PIE  13    ENTRA POR PTE Y   ALTURA  CORRECTA  Y  COMPROBADA.
PINO   A   6.80 MT Y 323     GRADOS  NO     ENTRA.
PIE 19    ENTRA POR PTE.
EN LOS ALREDEDORES  HAY  AVELLANO.
SP MATORRAL  0115   CORRESPONDE  AL  VIBURNUM  LANTANA.

.
DENDROMETRIA COMPROBADA  Y CORRECTA.
HICIERON CORTAS POR ENTRESACA    HACE  MUCHO TIEMPO NO LAS CONSIDERE COMO  CORTAS.",3,26,"05/08/01 00:00:00","12/30/99 10:16:51","05/08/01 00:00:00","12/30/99 12:33:19",136,147,55,200,10,NA,NA,NA,NA,NA,NA,"D",5,"17.448.A.1","IFN3","17_448",27.175,11908.6801974382,6979.8284487079,19.4318527777778,604.788783749202,0,19.6906432748538,11.5409356725146,20.2260138788368,13.35,58.6112678566125,49.1260349586017,430.423572005334,30.4590862140219,56.6907472691571,2.1402126062671,42.1871825988562,"1997_2007",6.62121212121212,15.8333333333333,11.2272727272727,751.963633710688,35.4244110099253
"153","17_456_A_4",17.456,21,71,42,9.85666458333333,7.96625,2.78530625,159.154943091895,1145.91559026165,222.816920328653,32737,NA,NA,17,17,456,"A","4",0,1997,"","4-4",1982,"04","6359",2001,NA,1,1,1,100,90,1,3,2,2,1,4,"05/17/01 00:00:00","12/30/99 13:56:00",1,2,1,1,4,4,NA,NA,"0","0",NA,0,NA,25,0,12,0,3,"2",3,"ET20 POR QUE NO DOY OCUPACION AL  ARCE  Y SI AL HAYA AQUE ES MAS ABUNDANTE QUE INCLUSO EL PINO SILVESTRE.
NO  ENCONTRADO EL  REJON POR  FALTA DE  REFERENCIAS CLARAS DEL  IFN2, ADEMAS  HICIERON UNA VIA DE SACA QUE  POSIBLEMENTE PASA POR  LA  PARCELA DEL  IFN2.LOCALIZACION,Y  LEVANTAMIENTO MUY DIFICULTOSO,  ADEMAS DE LA LLUVIA ,TAMBIEN POR SER  UNA  MASA MUY ESPESA   DE HAYAS Y  ABUNDANTE  BOJ.
20%  RESTO  SP.
DIFICULTADES PARA  MEDIR LAS  ALTURAS.EL SUBPISO LO   FORMA   EL BOJ.
PIE 6 ENTRA POR   PTE.PINO A  14.30 MT Y 398 GRADOS  NO ENTRA.
HAY HIEDRA.EN LOS   ALREDEDORES HAY POPULUS TREMULA,SORBUS   ARIA Y SALIX SP.",3,26,"05/17/01 00:00:00","12/30/99 11:33:03","05/17/01 00:00:00","12/30/99 14:04:57",152,147,370,100,7,NA,NA,NA,NA,NA,NA,"D",5,"17.456.A.4","IFN3","17_456",30.1375,17884.4177940619,16730.36761782,20.6082208333333,1527.8874536822,0,11.7053240740741,10.95,13.1047767478546,15.8375,93.5471750351019,52.5508087930319,541.841421142879,16.153539194104,30.0651241314588,2.11612143494605,42.1779934975856,"1997_2007",5.86363636363636,14.9545454545455,10.4090909090909,808.827272501859,39.6307349555477
"154","17_460_A_1",17.46,21,71,476,5.51306180555556,5.25383125,0.8836,152.081390065589,604.788783749202,127.323954473516,32742,NA,NA,17,17,460,"A","1",0,1982,"04","6361",1997,"","4-3",2001,NA,1,1,1,100,90,1,3,1,3,1,4,"05/28/01 00:00:00","12/30/99 12:32:00",1,2,1,1,4,6,NA,NA,"4","0",NA,0,NA,170,0,12,0,3,"3",3,"ET20 POR QUE DOY MAS OCUPACION AL HAYA QUE AL PINO Y ADEMAS NO DOY OCUPACION AL ROBLE NI AL ARCE.
10%  RESTO  SP.
ENCONTRADO EL REJON POR LA  SILICONA  DE  LOS TIPOS DE LOS PIES MAYORES Y  FOTO  DEL IFN2.EN LA  PARCELA HICIERON  CORTAS.EL SUBPISO LO FORMA PRINCIPALMENTE  EL  BOJ.
SP MATORRAL 0115  CORRESPONDE   AL VIBURNUM  LANTANA.
CALICATA HECHA A 100 GRADOS  POR NO  PODER A 300  GRADOS.
LIMPIAR LA  PARCELA DE BOJ PARA  PODER TOMAR DISTANCIAS.
LEVANTAMIENTO DIFICIL POR  ESTAR LA  PARCELA MUY  SUCIA DE BOJ.
HAY  MUSGO ,HIEDRA Y  HOJARASCA.EN  LOS ALREDEDORES HAY PERAL SILVESTRE Y  POPULUS TREMULA.",3,26,"05/28/01 00:00:00","12/30/99 10:28:19","05/28/01 00:00:00","12/30/99 12:50:26",142,147,50,250,7,NA,NA,NA,NA,NA,NA,"D",5,"17.460.A.1","IFN3","17_460",22.2955882352941,10592.6456568939,8369.78161837712,11.6504930555556,884.194128288307,0,11.98,9.466,12.9524939683445,11.8970588235294,79.0150250417362,53.360596266737,307.737993339523,28.2674464312776,52.6116460067104,1.94378413300514,42.3476470130266,"1997_2007",2.40909090909091,12.2878787878788,7.34848484848485,988.609092365612,56.9853275948737
"155","17_463_A_4",17.463,21,71,476,17.9025826388889,4.63933125,0.47955625,353.677651315323,413.802852038928,31.8309886183791,32745,NA,NA,17,17,463,"A","4",0,1997,"","4-4",1982,"04","6359",2001,NA,1,1,1,100,85,1,3,1,3,1,4,"05/25/01 00:00:00","12/30/99 17:26:00",1,1,1,1,4,5,NA,NA,"0","0",NA,0,NA,180,10,12,17.5,3,"1",3,"ET10 POR QUE NO DOY OCUPACION AL ROBLE PETREA.
NO ENCONTRADO EL REJON A   PESAR  DE ESTAR  EN EL SITIO,NO ENCONTRADOS PIES DEL   IFN2.
10% RESTO SP .
EL SUBPISO LO  FORMA EL BOJ.
LIMPIAR LA PARCELA DE BOJ Y ZARZAS PARA TOMAR  DISTANCIAS.
PIES 9,12,ENTRAN POR  PTE.
HAY PINOS ATACADOS POR INSECTOS  PERFORADORES LO HE CONSIDERADO  DAÑOS.
PINO A 57 GRADOS Y 14.10 MT CON  DIAMETROS 222-225 NO ENTRA.
PINO A 117  GRADOS Y 14.50 MT CON  DIAMETROS  210-223.
HAYA A 9.40 MT Y 195 GRADOS  CON  DIAMETROS 123-124.
PINO A 9.30 MT Y 198 GRADOS CON  DIAMETROS  122-127.
HAY PINOS CON MUCHA  HIEDRA.
HAY PINOS SECOS ATACADOS POR  INSECTOS  PERFORADORES.
LEVANTAMIENTO  MUY DIFICIL POR LA  ESPESURA DEL BOJ ,ZARZAS Y PENDIENTE.",3,26,"05/25/01 00:00:00","12/30/99 15:43:07","05/25/01 00:00:00","12/30/99 17:39:52",117,147,60,300,8,NA,NA,NA,NA,NA,NA,"D",5,"17.463.A.4","IFN3","17_463",30.6375,14125.0011994057,10876.6488109001,23.0214701388889,799.31149197263,0,17.6714601769912,13.6075221238938,19.1497698061444,16.05,77.0028169014085,52.3867809057528,521.068540423621,22.0377338993061,41.0168445005866,2.10414203082854,42.1688945568166,"1997_2007",5.86363636363636,14.9545454545455,10.4090909090909,808.827272501859,39.6307349555477
